Function Name,Cyclomatic Complexity,First Line,Function Length (lines)
I,1,"static unsigned int I(unsigned int X, unsigned int Y, unsigned int Z)",4
ireads,1,"void ireads(char *str, int maxlen) {",3
main,1,int main(),11
binsearch,5,"int binsearch(int n, int *a, int x)",16
my_floor,1,float my_floor(float x),4
mapdn,3,char mapdn( char c ){,6
admin_close,1,static void admin_close(int fd),4
nrf51_errata_48,1,static bool nrf51_errata_48(void),6
LLVMReporter_getThreadId,1,unsigned long LLVMReporter_getThreadId() {,5
valid,5,"static bool valid(char *ip, int len)",13
div,1,"int div(int x, int y)",6
__attribute__,1,"static void __attribute__((__warning__(""curl_easy_setopt expects a curl_read_callback argument for this option""))) __attribute__((__unused__)) __attribute__((__noinline__)) _curl_easy_setopt_err_read_cb(void) { __asm__(""""); }",1
slash_to_tilde,2,size_t slash_to_tilde(size_t rand),5
mhl_unpowered_notify_devcap_read_done,1,static inline void mhl_unpowered_notify_devcap_read_done(void) {},1
usb_ep2_token,1,void usb_ep2_token() {,3
knc_transfer_length,2,"int knc_transfer_length(int request_length, int response_length)",5
foo199,1,void foo199() {},1
pow_by_squaring,4,"double pow_by_squaring(double x, double n){",9
Unknown,1,int,10
*erase_tab,3,char *erase_tab(char *str),13
foo119,1,void foo119(int p) {},1
Unknown,1,void,4
isatty,1,int isatty(int fd),5
int,2,static inline unsigned int,6
int,2,static inline unsigned int,9
log_init,1,void log_init(),4
f,1,void f(int a) { a = a + 1; },1
aftrekken,1,"int aftrekken(int term1, int term2)",4
main,3,int main(void),18
langRomTypeGide,1,"char* langRomTypeGide() { return ""GIDE""; }",1
draw_ortho,1,"void draw_ortho(int xori,int yori,int xres,int yres,int display)",4
mean,3,"double mean(double a[], int n) {",10
foo,1,int foo(char *n) {,3
intel_cpu_type,1,unsigned short intel_cpu_type(){,7
INT_Excep_S12AD_S12ADI0,1,void INT_Excep_S12AD_S12ADI0(void){ },1
from_b64,1,static unsigned char from_b64(unsigned char ch) {,38
foo679,1,void foo679(int p) {},1
text_length,2,int text_length(char *text),6
fls,2,static inline unsigned int fls(unsigned int x),9
multi_n,1,void multi_n(),6
nrf52_errata_178,1,static bool nrf52_errata_178(void),6
motTrouve,3,int motTrouve(char *mot_bis),14
gcd,4,"static int gcd(int a, int b)",12
Unknown,1,int,5
hash,2,int hash(char string[]) {,9
int,2,static int,15
nrf52_errata_72,1,static bool nrf52_errata_72(void),6
test12,3,void test12() {,11
gpio_mlb_inactive,1,void gpio_mlb_inactive(void) {},1
,1,void SCSI_RST_ISR_Interrupt (void),4
GlobalInterruptEnable,1,static inline void GlobalInterruptEnable(void),6
get_ip_frag_off,1,int get_ip_frag_off(struct ip *self) {,3
TIM3_IRQHandler,1,void TIM3_IRQHandler(void),3
get_ip_ver,1,int get_ip_ver(struct ip *self) {,3
byte_swap_4,1,static inline unsigned int byte_swap_4(unsigned int v),5
vout_init,1,int vout_init(void),4
do_055,1,int do_055() { return 55; },1
hpd_panel_exit,1,static inline int hpd_panel_exit(void),4
do_work,1,static int do_work(void),4
do_805,1,int do_805() { return 805; },1
do_634,1,int do_634() { return 634; },1
StrWildcardTest,14,"int StrWildcardTest(const char *test, const char *wildcard)",24
do_478,1,int do_478() { return 478; },1
*test_1_get_description,1,static const char *test_1_get_description(void),13
foo054,1,void foo054() {},1
ConvertAnyFormat,1,double ConvertAnyFormat(void),4
do_868,1,int do_868() { return 868; },1
do_597,1,int do_597() { return 597; },1
read_hz,12,long read_hz(const char* string),35
mms_ioc_getpagesize,1,"int mms_ioc_getpagesize(int fd, int *page_size)",4
int,2,static int,8
stop_DMA_controller,1,void stop_DMA_controller(),4
main,3,int main(void),9
null_scene_load,1,static void null_scene_load() {},1
main,1,int main(void),5
has_altivec,1,int has_altivec(void),6
*,1,static const char *,15
emptyLastLine,1,"void emptyLastLine(int row, int col){",3
Undefined_Handler,1,void Undefined_Handler(void),3
baseTest,1,int baseTest(void) {,4
debug_print,1,void debug_print(const char *message),8
nrf52_errata_49,1,static bool nrf52_errata_49(void),6
*skip_line,2,static char *skip_line(const char *s),5
sign,2,int sign(float valor),7
calledFunction,1,int calledFunction(void),5
vertice_na_solucao,3,"int vertice_na_solucao(int a[], int k, int vertice){",9
test12,2,double test12(int c) {,3
foo341,1,void foo341() {},1
foo153,1,void foo153() {},1
*atom2human_type,21,static char *atom2human_type(int type),27
test_lastprivate,10,void test_lastprivate(),33
euxcNoSockets,1,void euxcNoSockets(),3
compareStrings,7,"int compareStrings(char *a, char *b)",20
is_hex_digit,6,static bool is_hex_digit(char c) {,5
findkth,8,"int findkth(int *A,int m ,int *B,int n,int k ){",14
foo706,1,void foo706() {},1
is_same_net,1,"static int is_same_net(struct in_addr a, struct in_addr b, struct in_addr mask)",4
eliminarordenadorepetidos,1,void eliminarordenadorepetidos(){,3
product_mod_46,1,"double product_mod_46(double t1, double t2)",19
main,1,int main(),4
vied_byte_slice,1,static inline unsigned int vied_byte_slice(,8
move_closer,3,"int move_closer(int current, int goal)",15
do_369,1,int do_369() { return 369; },1
degree2decimal,1,"float degree2decimal(float d, float m, float s) {",3
charToInt,2,int charToInt(char char_c){,6
is_right_breakable,3,"int is_right_breakable(int maze[25][25], int i, int j){",10
do_596,1,int do_596() { return 596; },1
__attribute__,2,"__attribute__((noinline, noclone)) int",5
pipeHelperCreatePipe,1,int pipeHelperCreatePipe(int pipefd[2]),4
__attribute__,1,__attribute__((used)) void the_used_function() {},1
f,3,"int f(int v, int m){ return v > 0 ? f(v / 10, m * (v % 10 ? v % 10 : 1)) : m; }",1
Q_strchrrepl,3,"void Q_strchrrepl(char *string, char torepl, char repl){",7
int,2,unsigned int,6
vkel_strcmp,3,"static int vkel_strcmp(const char *str1, const char *str2)",9
int,14,static int,10
add1,1,long add1(int n){,3
serial_open,2,int serial_open(const char *device){,9
stridx,6,"int stridx(char s[], char t[]) {",15
prv_process_fpa_add_real64,1,"static double prv_process_fpa_add_real64(double a, double b) { return a + b; }",1
is_l_end,2,int is_l_end(char c),4
Unknown,1,int,5
SENSORS_LIMIT,3,"static inline int SENSORS_LIMIT(long value, long low, long high)",9
foo,1,int foo(int a),4
foo255,1,void foo255(int p) {},1
exception_init,1,static inline void exception_init(void),3
match,7,"int match(char *a, char *b) {",28
main,1,"int main(int ac, char **av)",6
foo,1,int foo(int x),4
ti_vosc_start,1,int ti_vosc_start(double const *options) {,3
Unknown,1,void,4
int_sum,1,"int int_sum(int i1, int i2)",4
mid_pred,6,"static inline int mid_pred(int a, int b, int c)",17
BootConfigRead,1,int BootConfigRead(void),8
nl_calc_hash,1,"static __inline unsigned int nl_calc_hash(int cat, int id1, int id2, int id3, int id4)",8
int,2,static int,8
errortype_worse,3,"static inline int errortype_worse(short a, short b) {",5
initmac,1,void initmac(void) {,2
radio_switch_complete_and_phy_end_disable,1,void radio_switch_complete_and_phy_end_disable(void),4
nrf53_errata_3,1,static bool nrf53_errata_3(void),6
int,1,static int,7
do_241,1,int do_241() { return 241; },1
__attribute__,1,__attribute__((weak)) int vdb_close(int i) { return close(i); },1
gl2psPrintGzipFooter,1,static void gl2psPrintGzipFooter(void),4
oom_init,1,static inline int oom_init(void) { return 0; },1
sandbox_fini,1,void sandbox_fini() {,3
void,1,static void,6
do_556,1,int do_556() { return 556; },1
nrf53_errata_43,1,static bool nrf53_errata_43(void),6
vtweak,4,"int vtweak(int value, int shift, int scale)",4
void,9,static inline void,23
,1,int f (int n) { return n + 1; },1
STEAM_LogLevelLoadStarted,1,static inline void STEAM_LogLevelLoadStarted( const char * name ) { },1
f,1,int f(int n),4
func8,1,static void func8(void),3
codepoint_to_charindex,5,static int codepoint_to_charindex(const unsigned int codepoint) {,11
Msp430TimerCapComP__1__Timer__overflow,1,static inline void Msp430TimerCapComP__1__Timer__overflow(void ),3
main,4,int main() {,10
foo073,1,void foo073() {},1
SystemInit,1,void SystemInit(void) {,3
test_iniparser,1,static void test_iniparser(void) {,3
strncmp,4,"int strncmp(const char *s1, const char *s2, size_t n)",16
product,1,"static unsigned char product(unsigned int a, unsigned int b)",4
Unknown,7,int,32
beepStopWalking,1,void beepStopWalking() { },1
is_eq,1,"int is_eq(char a, char b) {",3
character,30,int character(char buf[8]),27
ti_lag_start,1,int ti_lag_start(double const *options) {,3
Unknown,4,void,18
getPieceAt,5,"char getPieceAt(char* board, int row, int col)",7
INT_NonMaskableInterrupt,1,void INT_NonMaskableInterrupt(void){ },1
main,4,int main(void) {,31
,3,"int check_wager_amount (double wager, double balance)",13
do_339,1,int do_339() { return 339; },1
mulr,1,"double mulr(double a, double b, double c, double d) {",3
,1,__attribute__ ((always_inline)),9
do_102,1,int do_102() { return 102; },1
fa_bit2byte,1,int fa_bit2byte(int bit),4
isLetter,5,int isLetter(unsigned char c),9
imx_smp_prepare,1,static inline void imx_smp_prepare(void) {},1
unsignedint_id,1,unsigned int unsignedint_id(unsigned int x){return x;},1
getboxnr,1,"static inline int getboxnr(int row, int col)",4
main,2,int main(void) {,3
parity,3,int parity(unsigned int i) {,11
sem_signal,1,"void sem_signal(int semid, int sem_num, int val) {",8
sub_precise,1,"double sub_precise(double x, double y)",4
foo418,1,void foo418() {},1
htoi,11,int htoi(char s[]),21
GenerateRandomNumber,1,static unsigned long GenerateRandomNumber( void ),7
__attribute__,1,"void __attribute__((section("".bar""))) t22(void) {}",1
words_number,7,"static int words_number(char const *s, char c)",19
tegra_soc_init_dvfs,1,static inline void tegra_soc_init_dvfs(void),2
serialFlush,1,int serialFlush(int fd),8
is_blocking,2,static int is_blocking(char *lock_filename),12
debugBreak,1,void debugBreak(void) {,2
maior_valor_matriz,4,int maior_valor_matriz(int matriz[4][4]),11
db_create_entities_table_sql,1,const char * db_create_entities_table_sql(void) {,18
raw_linear_derivative,1,float raw_linear_derivative( float x ) {,3
gemini_led_off,3,static inline void gemini_led_off(int led),5
absFloat,2,float absFloat(float f) {,5
sq,1,int sq(int x) {,3
*debug_state,7,char *debug_state(int s),13
,1,unsigned int dictIntHashFunction ( unsigned int key ),10
digitsBaseTwo,2,int digitsBaseTwo(unsigned long x),11
main,3,int main(),14
net_is_connected,1,int net_is_connected(int fd),6
normalize_size,1,size_t normalize_size(size_t length) {,3
updateOnHitTest,1,int updateOnHitTest(){,3
itoc,3,char itoc(int source),7
nxorg,1,"bool nxorg(bool s, bool c) {",3
yamadie,7,int yamadie(char n),11
ffi_test_4,1,float ffi_test_4(void) { return 1.5; },1
compareString,3,"int compareString(char inpStr[], char cmpStr[], int no)",13
main,1,int main(),8
nrf51_errata_71,1,static bool nrf51_errata_71(void),6
t2,1,void t2() {,5
main,1,int main(void),4
strcmp,4,"int strcmp(const char* cs, const char* ct)",11
Unknown,1,int,5
XGrabKeyboard,1,int XGrabKeyboard() { return 0; },1
test117_TestProg_targetInit__I,1,void test117_TestProg_targetInit__I() {,2
I_UpdateNoVsync,1,void I_UpdateNoVsync(void) {},1
int,1,unsigned int,5
fsqr,1,extern inline float fsqr(float f),4
substr_count,3,"int substr_count(char* haystack, int len, char needle) {",7
InitDasmCOP411,1,static void InitDasmCOP411(void),4
maxSum,4,int maxSum(int *a) {,12
,1,"double calculate_discount (double purchases, double discount)",5
funcXor,1,"int funcXor(int a, int b)",4
,1,void test_fetch_and_op (void),78
smp_stop_cpu,1,static inline void smp_stop_cpu(void) { },1
Unknown,1,void,4
Unknown,1,static,5
nrf52_errata_176,1,static bool nrf52_errata_176(void),6
isbase64,2,int isbase64(char c) {,3
int,2,static inline int,5
atan_f,2,float atan_f(float x) {,4
unlockProcessPages,1,int unlockProcessPages(),8
MIN2,2,"float MIN2(float a, float b){",5
*rtrim,8,"char *rtrim(char *s, const int d) {",13
FP_Cmp,8,"int FP_Cmp(float a_fp, float b_fp)",28
SCC_close,1,void SCC_close(),3
sinapprox,1,inline float sinapprox(float val) {,7
a,1,int a(int i),4
void,1,static void,7
tmin,1,int tmin(void) {,24
int,1,unsigned short int,5
setup_user_timer_offset,1,static inline void setup_user_timer_offset(unsigned long addr),3
test62_ArrMod_targetInit__I,1,void test62_ArrMod_targetInit__I() {,2
chi_square,1,"inline double chi_square(int observed, int expected, double* p_value) {",7
main,1,int main(),28
ft_tolower,3,int ft_tolower(int c),7
reverse_order,1,"int reverse_order(int a, int b)",4
enable_cache,1,void enable_cache(,6
test12b,1,int test12b(const char *X) {,3
test2,2,int test2(),10
nrf52_errata_134,1,static bool nrf52_errata_134(void),6
test119_BlinkMilli_targetInit__I,1,void test119_BlinkMilli_targetInit__I() {,2
foo511,1,void foo511(int p) {},1
foo510,1,void foo510(int p) {},1
bazl,1,int bazl(int i),4
foo278,1,void foo278() {},1
foo019,1,void foo019(int p) {},1
*Q_CleanStr,8,char *Q_CleanStr( char *string ) {,19
main,2,int main() {,10
my_strncmp,6,"int my_strncmp(char *s1, char *s2, int n)",15
FindMultipleSum,1,int FindMultipleSum(int number),11
smp_callin_clear_local_apic,1,static inline void smp_callin_clear_local_apic(void),3
init1,1,void init1() {,4
autonomous15,1,void autonomous15(),4
in,7,int in(char a),5
sumar,1,"int sumar(int a, int b){",3
test44_BlinkEnvPin_targetInit__I,1,void test44_BlinkEnvPin_targetInit__I() {,2
isCorrect,5,bool isCorrect(int board[][9]) {,16
strlen,2,size_t strlen(const char *pString),9
f,1,int f(int n) { return n; },1
foo817,1,void foo817(int p) {},1
_dlimit,3,"static double _dlimit(double v, double min, double max)",6
isin,2,"int isin(int n, int maxval)",20
getScaledSize,1,"static int getScaledSize(int srcSize, double scalePercentage)",6
my_countchar,3,"int my_countchar(const char * str, char ch) {",10
INT_Excep_USB0_USBI0,1,void INT_Excep_USB0_USBI0(void){ },1
factorial,2,long factorial(int n),10
_dictNextPower,4,static unsigned int _dictNextPower(unsigned int size),12
Unknown,13,int,20
foo554,1,void foo554(int p) {},1
iscnumber,2,int iscnumber(char c),4
reserve_ds_buffers,1,static inline void reserve_ds_buffers(void),3
do_283,1,int do_283() { return 283; },1
*Sys_Dirname,1,const char *Sys_Dirname( char *path ),4
indexVecTable,1,"static inline int indexVecTable(int ns, int dims, int q, int c){",3
byte_lshift,1,"int byte_lshift(unsigned char x, unsigned char y) {",4
langRomTypeMasushitaSramInv,1,"char* langRomTypeMasushitaSramInv() { return ""Matsushita SRAM - Turbo 5.37MHz""; }",1
,3,"static int searchy_is_minus_phrase (char *query, char *ptr) {",6
writeTCPPacket,1,"int writeTCPPacket(char *buf, int nbuf) {",3
stripChar,4,"void stripChar(char *s, char c)",15
void,1,static void,5
do_scsi_request,1,void do_scsi_request(),3
block_sequence,1,"int block_sequence(int arg1, int arg2) {",15
nseel_asm_and_end,1,void nseel_asm_and_end(void) {},1
arrlen,2,static size_t arrlen(char* arr),7
void,1,static inline void,5
size_t,1,static size_t,6
*findSlashBefore,3,"static char *findSlashBefore(char *start, char *e)",10
a1bcdefghijklmnopqrstuvwxzy,1,void a1bcdefghijklmnopqrstuvwxzy() {},1
traitement_signal,1,void traitement_signal(void) {,3
,1,void _acrtused () { },1
uchar2int,1,int uchar2int(char c){,3
glDeleteProgram,1,inline void glDeleteProgram( unsigned int program ) {},1
my_strnlen,3,"static size_t my_strnlen(const char* s, size_t n)",6
type_util_placeholder,1,void type_util_placeholder(void) { },1
Unknown,1,int,5
cmp,2,"int cmp(const int* a, const int* b) {",3
gaudio_play_pwm_stop,1,static void gaudio_play_pwm_stop(void) {,4
main,1,int main(void),4
convert,2,unsigned int convert(unsigned int ucX),4
_gmm_pow2,1,double _gmm_pow2(double x),4
tek1_intlog2p,2,int tek1_intlog2p(int i),10
myadd,1,"int myadd(int a, int b)",4
anetRead,4,"int anetRead( int fd , char *buf , int count )",19
,4,"double conoptdistance (double * x, double * y, int ats)",18
ppro_with_ram_bug,1,static inline int ppro_with_ram_bug(void) { return 0; },1
f2,1,"float f2(float x, short y)",4
mysqrt,3,static int mysqrt(long val),11
NAME,3,"int NAME(char *A, char *B){",10
,2,unsigned int strlen (const char* str),9
leapyear,3,static bool leapyear(int year) {,4
mask_get_bit,1,"int mask_get_bit(const size_t x, const size_t i) {",3
check,3,"int check(int len, char palindromlisi[]){",10
totai,4,"static long totai(long year,long month,long mday)",19
min,2,"double min(double a, double b)",4
__attribute__,1,"static __attribute__((always_inline)) inline int x264_median( int a, int b, int c )",9
do_875,1,int do_875() { return 875; },1
plat_midi_in_get_num_devs,1,int plat_midi_in_get_num_devs(void),4
math_min,2,"int math_min(int arg1, int arg2) {",3
foo561,1,void foo561() {},1
interp_8,1,"double interp_8(double phim3, double phim2, double phim1, double phi,",5
entry_isprotected,1,static inline int entry_isprotected(unsigned long entry),4
_dotpn2,1,"static inline int _dotpn2(int src1, int src2) {",7
Unknown,1,void,4
readMarmstk1,1,static inline double readMarmstk1(int index){,56
is_prime,4,int is_prime(int n),19
,1,"double calculate_discount_total (double purchases, double discount)",5
main,1,int main(void) {,6
_g_0,1,static double _g_0(void),4
do_064,1,int do_064() { return 64; },1
int,1,unsigned short int,5
,1,"int socket_address (int sock,",7
circle,1,"float circle(float x, float y) {",3
tree,5,"void tree(int *T, char *s)",16
reloadFirstHalf,1,void reloadFirstHalf() {,3
main,1,int main(),5
block_cli_if_recover,1,static inline void block_cli_if_recover(int id) {,2
,6,"void max_heapify (int *array,int heap_size,int index){",17
main,2,void main() {,8
HelpItem66,1,int HelpItem66( void ),4
